date,comment,sentiment
06/06/2016,joyceline mk telecom4 namba ofisini ndio maana vifurushi mb8 vinaboa kuliko nikila mlenda,Neutral
06/06/2016,telecom2 acheni ubabaishaji hamna kifurushi chenye nafuu wala afadhali yaan gb sh elfu bei nyama kabisa yaan,Negative
06/06/2016,natamani tuwe mjadala unaoshauri kuhusu uboreshaji mashirika air ttcl temesa tanesco sido mashirika maji nk,Neutral
07/06/2016,telecom1 4g inakuwa nzito kufungua chochote,Negative
07/06/2016,telecom1 leo nimeenda duka lenu arusha ajili kureplace line mpya 4g wananiambia hawawezi kereplace mpk niende police loss report najiuliza naenda kuchukua loss report kupoteza line ninayo ninachotaka replacement,Neutral
07/06/2016,kylemutta telecom3 vifurushi humo vikoje mkuu,Neutral
08/06/2016,rkjunior255 blacksingapore2 nyuki malkia sirajitz1 mtandao sio salama afya mzee,Negative
08/06/2016,huduma telecom1 inazudi mbovu ususani unapo tatizo kutuma fedha kununua muamala kupitia telecom1 pesa ajabu hawana ushirikiano kabisa nimenunua bando internet kiasi shilingi elfu kumi tano hela imekatwa bando sijapokea siku tatu leo telecom1,Negative
08/06/2016,mjanja huyu kasajili laini kujishindia simujanja bure kabisa telecom4 bandukakijanja mzikimnene tovuti sommmkyh5e,Neutral
09/06/2016,telecom1 4g mwanza inazingua kichizi,Negative
09/06/2016,taifamoja tumapesabilamipaka toka mtandao simu mwingine tembelea tovuti veebs7aamo tovuti edxeprelyu,Negative
09/06/2016,freso mtandao 4g utaweza kutumia baadhi maeneo inategemea simu unayotumia ina uwezo,Neutral
10/06/2016,tanescoyetutz mwenyewe nimeifungua project chato naambiwa niombe njia mtandao naambiwa mhusika hayuko hewani mwezi,Negative
10/06/2016,telecom1 nawea pata sheet makto sisi wateja telecom1pesa,Negative
10/06/2016,ttclcorporation bando usiku mmetoa mb mmepunguza nyumbani kumekuwa hivy ebu jaribuni kuangalia telecom5 telecom3 mmefeli raha mtandao ukizingua unaoption kuhamia kungine,Negative
11/06/2016,telecom2 wameandika hayo wakimjibu watumiaji mtandao alipouliza kupungua mb aliponunua kifurushi mb mpaka kupata mb shilingi,Negative
11/06/2016,mbangagodfrey habari uthibitisho muamala umetumwa namba yako,Neutral
11/06/2016,telecom1 simbasctanzania kuliko kununua telecom1pesa bora nisiende uwanjani,Negative
12/06/2016,amyneeer wakala telecom1pesa,Neutral
12/06/2016,napendeka kuwepo ufanisi mashirika umma ttcl shirika posta yaunganishwe kazi walizobaki nazo zinafanana kuuza internet kusafirisha barua mizigo money transfer benki posta mobile money,Neutral
12/06/2016,telecom2 mnapandisha vifurushi hovyo hovyo endeleeni tuu,Negative
13/06/2016,nyuki malkia kasi mtandao,Neutral
13/06/2016,siku tatu nzima mtandao wenu telecom3 hasa upande internet umekua mbovu maeneo mengi dsm jitahidini kufanya marekebisho mapema sivyo tutawakimbia sababu uvumilivu nao una mwisho tutawachoka,Neutral
13/06/2016,hancymachemba anethstanley telecom1 niliwahi wakala tig pes wakala wangu mkuu inaonyesha anashirikiana wakubwa kampuni kuiba yaani tig hafai wanakaribia majambazi,Neutral
14/06/2016,matumizi mtandao intaneti yanaongezeka siku bilioni wanatumia intaneti sawa asilimia duniani tehamapawa,Negative
14/06/2016,samuelmway imanimborrow92 masakajunior1 kelvin de major malengoo mwanasheriat heisbixen giantism255 zolendronic nesimkunga songesha,Neutral
14/06/2016,nimefanya muamala wakutoa pesa mda mfupi wakala crdbbankplc naanza kupokea meseji matapeli m pesa 7gq73yleazh imethibitishwa umpokea tshs298 crdb bank haji lipongo mnamo kupigiwa 255673014281,Neutral
15/06/2016,babazubeyyrr smh songesha line rabbit toa nguruwe farasi pande ingine aisee huerewi,Negative
15/06/2016,songesha tovuti yupugmqkax,Neutral
15/06/2016,telecom3 telecom3 saiv kifurushi internet mko vby sijui shida ipo wap,Negative
16/06/2016,mrkelvin2020 kenyans interest means what acha kujiaibisha mtandao,Negative
16/06/2016,telecom1 ninyi biashara bado nilipo nina makampuni telecom4 halo artel mbaya wateja wanauliza telecom1pesa kiukweli sikufurahishwa kabisa kufunga till niseme asante telecom4 telecom5 telecom3,Neutral
16/06/2016,telecom1 hela mb kidogo mnadhani tunaokota pesa kwanza wewe admin unalipwa shngap kuuremba mtandao wako kitapeli usikute unatumia mtandao tofauti,Neutral
17/06/2016,kifurushi idiot cony fcrooner masaa ambayo mteja telecom4 amelipia kifurushi telecom2,Negative
17/06/2016,ttcl nilisikia mh makame mbalawa ttcl hizi siku karibuni litakuwa shirika umma kwani kwasasa ttcl sio shirika umma,Negative
17/06/2016,ngo_1 vifurushi kupanda bei,Negative
18/06/2016,telecom1 napenda vifurushi mtandao wenu jumla,Negative
18/06/2016,abrahamndossy asante kutushirikisha kuhusu ujumbe matapeli habati mbaya wengi hutumia namba mitandao washirika kuweza kufanya uharifu utakutana namba mtandao telecom1 tufahamishe,Negative
18/06/2016,nyandaamosi hakika songesha wanajua ku tukomboa,Negative
19/06/2016,sindigaisaac zii kumbe kinyozi nililipa mpesa,Neutral
19/06/2016,bando gani telecom4 tovuti j4ufrd6fpb,Negative
19/06/2016,toka rt okeke kuna laini huko hawezi kufollow walaloo mtu ani cc a c torry nataka kumfollow,Neutral
20/06/2016,telecom2 tukikataa tayari mshapandisha kutushirikisha mnawaonea vijijini ambao huduma mtandao hawazipati mmekalia mjini garama vifurushi vikipanda vinawagusa njni msiwapunguzie mama zetu wanaoishi vijijini,Negative
20/06/2016,dtbtanzania hello najaribu kufanya transaction namba telecom2 sioni option mtandao hence transaction inakuwa declined kuna shida gani telecom4 wamejitoa tovuti t1gd3pwb7m,Neutral
20/06/2016,tuma pesa kiulaini telecom1 pesa tuma pesa papo sudani kusini kupitia mgurush ukiwa telecom1 pesa piga tumia telecom1 pesa app tovuti zaryyneaja,Neutral
21/06/2016,aziza ma telecom3 telecom3 ikopoa,Positive
21/06/2016,marekamalili mamae mtandao wanefurahi kinoma,Positive
21/06/2016,telecom2 naomba niwe wakala telecom4 makao makuu telecom4,Neutral
22/06/2016,telecom4 telecom4 mazingira jaman chuoni tumeandikisha majina namba ajiri vifurushi chuo lkn lkn baadhi hatujaunganishwa nikiwemo,Neutral
22/06/2016,telecom3tanzania aisee kwanini sipati salio kifurushi hamna ujumbe maandishi unaoingia napata salio shilingi,Negative
22/06/2016,nifferjoel unapenda upate muamala sh ngap,Neutral
23/06/2016,suluhusamia mama mtandao telecom4 vipi ufungiwe kwetu maana hawawezi kutoa gb wizi uliopindukia psalm from geita,Neutral
23/06/2016,aquillah weirdorynee ukiwa mgeni unaeza hisi telecom1pesa kweli,Negative
23/06/2016,zero mind0 songesha debt,Negative
24/06/2016,sangaclement unahitaji huduma intaneti yenye speed jiunge intanet supa speed bando unahitaji kifurushi kidumu kiwe speed kawaida jiunge jimwage data hh,Neutral
24/06/2016,mabadiliko vifurushi yana uhusiano gani vita ukraine tovuti 7wrrpqf8rl,Negative
24/06/2016,tumapesabilamipaka pesa inakuwa salama mpokeaji kwakuwa inaingia akaunti tovuti veebs7aamo tovuti 7owmyid6f3,Neutral
25/06/2016,iamcleopatricia we acha telecom1 zikibak mb mtandao unaanza kuzngua,Negative
25/06/2016,iamcleopatricia hyo km haina hela nakuwa mwanamke ukute una akaunt twita huna akaut benki akaunt yako mtandao smu inadaiwa songesha unatusema sisi,Negative
25/06/2016,crichjr telecom2 kiligitor unakopa songesha unavunja laini unaitoa nida yako unapita,Negative
26/06/2016,alexmbawala3 habari tunapenda kukufahamisha tunaendelea kukupa uhuru kuchagua kifurushi kinachokufaa tukiendelea kutoa huduma iliyo bora tunaendelea kuboresha huduma mtandao kuongeza huduma nyingine mbalimbali kukidhi mahitaji wateja wetu pa,Neutral
26/06/2016,telecom1 safi kabisa ningependekeza ombi kuwezesha telecom1 4g nchi nzima itakuwa pw wasubiri,Positive
26/06/2016,cyancuty dear nyerere vijana wako kike hawana nguvu kike sababu stress ugumu maisha mavyakula hovyo siku hizi badala kuoa penzi wanaoa telecom1 japo sio mtandao wenyew wanaita barabara tope,Negative
27/06/2016,telecom1 mtandao kizembe yani leo mnachotufanyia leo mungu anawaona ukipiga telecom1 pesa wanaleta mapicha picha yan najuta asee kuweka hela telecom1 pesa yani ukipiga telecom1 pesa wanaandika utumbo wapo bora nitumie telecom3 tovuti fwguf9kubw,Negative
27/06/2016,telecom1 nataka kuongea kutuma sms,Neutral
27/06/2016,habari telecom1 kwanini kile kifurushi 5gb mmeniondolea tovuti lq63mkznpm,Negative
28/06/2016,hsaid5613 tupunguze songesha,Neutral
28/06/2016,nnauye nape hakuna mtando kijinga telecom5 ndowezi namba vifurushi,Negative
28/06/2016,telecom1 mtandao wenu siku hizi umekuwa upande internet,Negative
29/06/2016,ttclcorporation mtakapo wazadi telecom5 ndiyo nita iwrka simu yani nanunua bando bei najuta mwenyewe nn nime nunua ttclcorporation internet ipo hovyo hovyo plus plus,Negative
29/06/2016,greathinker12 telecom1 rudisheni line telecom1 tafadhalini mtandao unaovunja sheria kuipa serikali mtu mwingine siri mteja mtandao kijambazi,Negative
29/06/2016,acheni kulalamika solution haya mambo very simple acheni kutumia mpesa telecom1pesa telecom4 telecom3 money walikaa wakijua watajenga madarasa zahanati hela tozo wakajipange upya wanajenga sanamu wamegawana mahela urithi festival,Neutral
30/06/2016,ndauka ernest habari tunapenda kukufahamisha taarifa mabadiliko vifurushi vyetu tulitoa kupitia vyombo habari ikiwa magazeti the citizen mwananchi tarehe msaada tutumie namba yako dm pa,Negative
30/06/2016,reposted from cloudsmedialive nimekuja ujumbe baba anafurahishwa kazi inavyofanywa nikiwa msajili mkuu msimu telecom1fiesta2019 saiziyako tulitoa ruksa kampeni zimeanza rasmi tovuti bbfva0pwoc,Negative
30/06/2016,telecom1 godyfataa tunaijua hyo menu aliyewaambia tunataka vifurushi usiku nani kwan mnafkir hatulal telecom1 mmekuwa mtandao walinzi rudishen vifurushi viwe mda kuna kipind mliharb mkarekebisha mnatujarb dk mwez mmezgawa usiku mchana shame,Negative
01/07/2016,ndoangira habari tunaomba kufahamu umepata changamoto gani vifurushi tuweze kukusaidia jl,Negative
01/07/2016,muamala pesa maparachichi unaposomeka mwakaleli tovuti cwdxloa9rw,Neutral
01/07/2016,mpendwa mteja jipatie fursa kujishindia bodaboda mpya fedha taslimu ukifanya miamala telecom4 wingi fanya miamala mingi upate nafasi mshindi piga ahsante telecom5tz tupunguzieni hizi msg tumieni code tofauti sio telecom4,Neutral
02/07/2016,telecom1 visa yani telecom1 mtandao kishenzi kipumbavu mtandao kijinga inamnaana hamuangalii mitandao mingine mnafikili wateja haja mtandao wenu huwezi kuuza gb tsh wiki alafu gb hours mitandao mingine gb1 tsh wiki fikilien,Negative
02/07/2016,telecom3 tutakuja kukoseana heshima acheni ujinga boresheni mtandao wenu simu hazitoki zinakatika hewani humsikii mtu,Negative
02/07/2016,issa risasi muamala mchongo,Negative
03/07/2016,telecom1 telecom3tanzania nitupe laini nibaki mojaa haya wenyewe mseme nitupe telecom3 telecom1,Negative
03/07/2016,telecom1 telecom1pesa app,Neutral
03/07/2016,nnauye nape baba suala vifurushi umeisha wap maana naona bado vimebadilishwa wanendelea kubadilisha kimy kimy mzee wang jua ww uwazir habari sio kaptura max jitaid bas thibitisha iloo,Negative
04/07/2016,telecom3 kamandaothuman ngo_1 hakingowi mbona ofa lain mpya hamtoi smartphone offer bando usiku mmetoa,Negative
04/07/2016,telecom1 this is the second time telecom1pesa is down hamtoi taarifa kabla mnatukwamisha mno,Negative
04/07/2016,tonyalmeider tunaomba kufahamu namba yako simu unayoitumia dm yetu ukiwasha data inasoma e h 2g 3g 4g msaada,Neutral
05/07/2016,mangiwakwanza babalao ihumphreyz anuskills3 kipepe123 mcinikawalamar franklin tissa balozimtaa yose hoza twevedevota influencerjr songesha inatubeba mno,Neutral
05/07/2016,telecom3 jana nimejiunga bando data ikaja meseji nimeapata dakika mbili ofa data sijaipata jaman naomben mshughulikie hili suala buku mbili nyingi,Negative
05/07/2016,telecom2 mnazingua hasa vifurushi vyenu internet acheni izo bwn,Negative
06/07/2016,iam rousey inaenda songesha nabaki deni,Negative
06/07/2016,mariastsehai kigogo2014 twitter mtandao telecom3 yaani shida kweli am vpn,Negative
06/07/2016,hauna pesa ama sura don date a beautiful lady utatumika scapegoat,Neutral
07/07/2016,irene mwamfupe jamii hatimaye manguli wizi mtandao wakamatwa ofisi telecom1 http 3a1mxek4vn,Neutral
07/07/2016,telecom5 yasherehekea miaka utoaji huduma mawasiliano watoto walio taasisi tiba mifupa muhimbili telecom5 tovuti r24fndl9sl,Neutral
07/07/2016,shilinde ttcl teknolojia laini ttcl cdma sio gsm simu zisizosupport kuanzia 3g hizi laini hazisomi changamoto ttcl mtusaidie hili,Neutral
08/07/2016,telecom1 telecom1 mpo xana mwendo kac wenu mtandao,Positive
08/07/2016,aproko doctor mpesa,Neutral
08/07/2016,ikiwezekana iwe retweeted sababu hatari kutumia mtandao telecom1 ambao hauna uwezo kulinda siri mteja tovuti q2ztyogqw8,Negative
09/07/2016,telecom1 eti naomba kuuliza laini wakala telecom1 pesa inauzwa sh ngapi,Neutral
09/07/2016,kuna tatizo ajira kuna hili tatizo internet ttcl ukishaweka bando wiki mwezi ndio internet tukaitafute wenyewe,Negative
09/07/2016,telecom5 nlikuwa nawaamini internet bundles lkn duuu bando elfu haujapita limeisha,Negative
10/07/2016,shabikios ecejay charlz matukio justine kessy eastafricatv telecom3 bando telecom3 nd linanifanya naringa twira humu,Neutral
10/07/2016,mugaka n rashcronix nimemwelewa vizuri kuna nafuu gharama kupiga simu kupitia intaneti kuliko simu kawaida shida ipo mtu anayepigiwa lazima awe anatumia intaneti hilo nathibitisha,Neutral
11/07/2016,twaha mwaipaya telecom1 mtandao kishenzi,Negative
11/07/2016,nikanunue moka kalii nilipe telecom1pesa nimwekee weekend kidogo tovuti qet8izjahn,Neutral
11/07/2016,nnauye nape iko wazi vifurushi vimebadilishwa kimya kimya mhe waziri deal wako wadhibiti hili dar mpya wako sawa sahihi kabisa,Negative
12/07/2016,saza hassan telecom1 hakuna sema kuna maeneo mtandao unazinguaaaa ilaa vifurushii ongezeni nguvu wako njemaaa sanaaa yoka naanza tumia telecom1 sija wahi wajutia,Negative
12/07/2016,vee victoria vifurushi vyake rahisi halafu kuna kile halichachi kile baso swadaktaaah,Neutral
12/07/2016,telecom1 hizi lipa telecom1pesa mmeanza kufanya zituletee hasara kutoa laki tano siku mkae vizuri niuze simu mfano iingie million lipa nitumie siku kuitoa hio pesa mmefikiria kweli hili suala telecom1,Negative
13/07/2016,telecom2 sehemu nyingi hazina mtandao telecom4 kabisa mbaga upo telecom4 haijaweka transmitter telecom1 ndio wameweka tunategemea sisi tufaidike pesa mlizoelekezwa ngo_1 zitumike kiboresha huduma,Negative
13/07/2016,telecom2 hizi hasira mnazonipa leo tegemeeni ntawakopa mpawa songesha nipige tafu alafu sitowalipa ata kumi mtume wale wadai madeni wenu waanze piga mikwara mafanikio,Negative
13/07/2016,fbuyobe telecom3 wajiulize mbona wakala wakikosea muamala wanawarudishia wana fever wenyewe hawajali usalama wateja risk management ziro,Neutral
14/07/2016,telecom1 mbwa mnakazi kupandisha vifurushi siku,Negative
14/07/2016,mihayogaucho umeshaongelea benki mtandao simu kuna utofauti,Negative
14/07/2016,telecom1 telecom3tanzania fala,Negative
15/07/2016,telecom2 telecom2 acheni kujisifia bwana mnazingua m pesa yenu nimefanya muamala shilingi laki mbili tarehe december account oryx mpaka muamala huko hewan nikipga simu huduma wateja viswahili nirudishieni pesa,Negative
15/07/2016,message telecom3 inaweza ikakupa presha umetumia bando yako intaneti piga kununua kifurushi kingine bei nafuu inayokupa mb kibao,Negative
15/07/2016,iamartin suphianjuma anazungumzia songesha achana huyo,Negative
16/07/2016,zahratunda marekamalili telecom3tz kanumba alishawahi ambassador telecom3 sikosei,Negative
16/07/2016,telecom1 sms watsup haiendi data inasoma 4g mnashda gan toka juzi tabora mjini,Negative
16/07/2016,telecom1 boresheni huduma zenu kwanza muanze kutuletea asa hizo hela maji mngeongezea bando tupate bando kutosha,Negative
17/07/2016,bohny chengula ina songesha ataniwia radhi balance ntampatia,Negative
17/07/2016,cnganyagwa tujulishe mtandao wako intaneti unasomaje kioo simu yako imei namba simu yako namba simu dm,Neutral
17/07/2016,nsunamieb telecom1 nimeacha kutumia mtandao nilioupenda telecom1 mwezi pili,Negative
18/07/2016,telecom1 niko mwanza leo nimejiunga huduma kwenu nimefurahi kupata huduma 4g telecom1 amakweli nimefurahi,Negative
18/07/2016,telecom1 leo siku tatu mfululizo huduma telecom1 pesa hazipatikani sio usiku mchana wala asubuhi vuteni picha maisha tunayoishi wateja wenu kadhia mtandao wenu malazi chakula huduma nyingine muhimu ambazo zilikuwa zinapitia telecom1pesa very sad,Negative
18/07/2016,tutarudi mtandao internet utakapo strong equal sehemu zote walivyo fanya telecom5 h1698,Neutral
19/07/2016,francithoms tunapenda kukufahamisha hatuna utaratibu kutoa namba wateja mtu yoyote meseji hizo zimetumwa kupitia mtandao wetu,Neutral
19/07/2016,lusajokayange13 songesha wananidai,Negative
19/07/2016,kampuni mtandao simu nchini kampuni telecom1 imedhamiria kuleta njia mpya ambazo wateja wanaweza kutumia kuwasiliana ulimwenguni nje ufanisi tayari wateja telecom1 wanaweza kutumia app uber bure hawahitaji bando,Neutral
20/07/2016,nielekezen jinsi kulipakwa mpesa telecom1pesa nataka kununua ticket game kesho kati mabingwa utopolo,Neutral
20/07/2016,nimelipia trademark tangu mwezi mpaka leo mnazunguka tuuu halafu mtandao nguvu zote eeeish tovuti 3l9a2olrs5,Negative
20/07/2016,telecom1 mmeshindwa kushughulikia tatizo langu nijulisheni nivunje line nihamie telecom5 mtandao juzi tuu unawashinda wahenga,Negative
21/07/2016,halo telecom2 nimenunua umeme njia m pesa toka saa alasiri mpaka sijarudishiwa message yeyote tokens huduma mteja namba haipatikani kulikoni,Negative
21/07/2016,mkundee nipe no yako telecom1pesa nikufanyie muamala sasahv,Neutral
21/07/2016,swala vifurushi limefikia wapi anyway mamayukokazini,Negative
22/07/2016,simbasctanzania unalipaje telecom1pesa,Neutral
22/07/2016,ttcl unajiungaje ttcl pesa,Neutral
22/07/2016,petermussatz kirikuu20 songesha prrrrrr,Neutral
23/07/2016,iamartin suluhusamia jamaa aibu hawaoni siku kutuchuna ngozi kutuibia hadharani kazi kubadilisha vifurushi kupunguza bando kwao maisha yanaenda dhuluma lini tag then wafikishieni taarifa tumewachoka tovuti gzij3glhii,Negative
23/07/2016,telecom3 ninyi nilisha wambia acheni udanganyifu mmenitumia mala nijiunge sh nanunua vocha mnaniletea kifurushi mbona mnatuchezea akili acheni kujipatia pesa udanganyifu,Neutral
23/07/2016,telecom1 tatizo mtandao wenu hauna network mpaka tupande batin ndyo inatulea 4g,Negative
24/07/2016,mashallo02 habari unaulizia kuhusu mabadiliko vifurushi vyetu tungependa kukujulisha tumefanya mabadiliko kuendelea kukurahisishia mteja wetu kufanya uchaguzi,Negative
24/07/2016,ttclcorporation naomba kujua aina bei vifurushi ttcl,Neutral
24/07/2016,telecom1 kuna h mwingine 4g kuingia mitandao kijamii telecom1,Negative
25/07/2016,ialfordmbwambo ntajiunga bando telecom5,Negative
25/07/2016,telecom1 inasoma 4g,Neutral
25/07/2016,cfmupdate was aa kadhaa mtandao whatsapp ulikuwa haupatikani karibuni duniani kote habari njema watumia mtandao umerejea unaweza kuendela kutuma kupokea ujumbe tovuti ple1y2xhoo,Negative
26/07/2016,kmmk hakuna mtandao kingese telecom5 kwanza mnakatwa all funnest amon deus antonykyobyajr,Negative
26/07/2016,telecom1 nimeichunguza laini nimegundua kua imekatika naweza kununua laini telecom1 ikasajiliwa namba,Neutral
26/07/2016,kampuni simu zinapunguza vifurushi kimya kimya taarifa mteja,Negative
27/07/2016,habari telecom2 kuna kijana nimemtumia pesa mtandao telecom1 amepoteza ile laini telecom4 nataka kufanya reversal tunaanzia wapi,Neutral
27/07/2016,julius23june amepandisha vifurushi,Negative
27/07/2016,bigkanji raphyrodrick ndio ndio kwanza vifurushi gharama,Negative
28/07/2016,telecom4 bado inaongeza bei vifurushi kwangu too much,Negative
28/07/2016,fredy35302535 habari fredy tunashukuru nasi endelea kutumia mtandao telecom1,Neutral
28/07/2016,circrovic kalebu kuna mteja anaweza kupata kasi ndogo internet panapokuwa ongezeko watumiaji mtandao eneo husika tutafanyia kazi itakavyofaa kuboresha huduma zetu endelea kufurahia huduma zetu,Negative
29/07/2016,kigogo2014 greyibra10 jovinnacco ushawekewa namba simu bango unashindwa kujiongeza tuma telecom1pesa faster kijana apone cs imani ipo kwako,Neutral
29/07/2016,telecom3 asante kwakweli nilikasirika nikatupa laini boresha uhakika mtandao utulivu calls wengi tutarudi maana ndg zetu vijijini wanatumia telecom3,Positive
29/07/2016,telecom1 yani miaka yote kutumia mtandao telecom1 nisijue jinsi kununua vifurushi the point is why mmenitolea ofa bado nilikuwa subscribe siku mmeona najiunga kifurushi wiki siku mnapata pesa mkaona bora mtoe mpate extra more money,Negative
30/07/2016,retiredagent77 kuna wamekula muamala maziwa humu izo sifa wanazotoa hutaamini pita pita utaona,Negative
30/07/2016,monotata endelea kutumia mtandao telecom1 utajipatia ofa kem kem,Neutral
30/07/2016,aziza ma telecom3 telecom3,Neutral
31/07/2016,masoudkipanya mbona povu jingi wadau kipanya kasema dah tunaanza ooh wezi ovyo etc hamumjui masoud anamaanisha dah wako bomba kea huduma intaneti haina kipimo vipi,Negative
31/07/2016,gsm kavu kavu club bingwa ngumu telecom1pesa muhimu mashindano ayana uwalali aya tumenda kweli kukamilisha latiba,Neutral
31/07/2016,iambenpol telecom1 ilio kasi 4g,Positive
01/08/2016,spana konki kajiunga vifurushi wakishya boom play akaona achukue account,Neutral
01/08/2016,davidmahenge tabasamu ukiwa mtandao telecom1,Neutral
01/08/2016,telecom1 nilirusha muamala mtandano telecom3tz mteja ambae ajaumganish huduma eazipesa nilichofanya nikawapigia simu telecom1 ajili kuzuia mkazuia ela iliokuwep uko zntel wakarudisha telecom1 pic inavyonesha lkn matokeo mpk leo sijapata ela tovuti sifpf0usov,Neutral
02/08/2016,mtandao tovuti tjodqmdbhz,Neutral
02/08/2016,mbona mtandao telecom5 upo,Negative
02/08/2016,jamiiforums tutakimbia labda mutuwekee tozo mifuko yetu suruali makabati visanduku bubu makwetu tunawaahidi sirikali tutahama hio mitandao benki huwezi kuiweka tozo mia muamala mtu,Neutral
03/08/2016,thetrueparanya eh umekuwa mtandao for long,Neutral
03/08/2016,telecom3 nimeweka bando gb jana usiku saa tatu sijatumia kidogo leo asubui sina gb kipande haki kweli sijaridhishwa hili kweli,Negative
03/08/2016,telecom3 yaani inaama matangazo yenu hawatumii mtandao wenu,Negative
04/08/2016,pole kweli muamala hakuwepo mzee makinikia chenge maana hapitwi dili kavu hizi tovuti rjskb85hnz,Negative
04/08/2016,mnaotumia mtandao wanafunzi telecom1 ile streaming service deezer unatumia sh ngapi,Neutral
04/08/2016,telecom2 yani unapewa laini uwakala maelekezo yoyote kisa hauna chochote unaambiwa nenda uje j3 no passwords mda nauli,Neutral
05/08/2016,bei mafuta bei vifurushi tovuti dp5fbj4uew,Negative
05/08/2016,mkandamizaji telecom1 mtandao unaoongoza wizi waziwazi kabisa,Negative
05/08/2016,telecom2 jamani nimenunua bando mwezi shs tarehe saa tatu usiku nashangaa mbona nikifungua data sioni mchakato matumizi kifurushi,Negative
06/08/2016,manenoizaak wakala telecom1 pesa,Neutral
06/08/2016,telecom3 tunatuma meseji mnazirudisha nimekuwa mtumiaji mtandao tangu lkn nadhani umefika kuhama kujiingiza siasa kijinga,Negative
06/08/2016,iamartin telecom1 ngo_1 suluhusamia nnauye nape sasahivi wamekua wezi mitandao inabadilisha vifurushi hovyo hovyo,Negative
07/08/2016,kijana27 telecom3 kuna telecom1 saizi yako,Neutral
07/08/2016,telecom3 telecom3 nawapenda huduma zenu nzuri kibaha matiasi mtandao unasumbua ile 4g ukweli hatuipati tuwe maili ndio kuna kasi,Neutral
07/08/2016,nnauye nape mhe ungetumia chati bei vifurushi menyu makampuni mitandao sisi wananchi kawaida tuelewane sawa mfano agosti mwaka jana mtandao x uliuza gb tsh kadhaa tsh kadhaa hizi chati hazileti tafsiri bei tunazoona tukitaka kununua data,Negative
08/08/2016,nishawahi kupigiwa wakala telecom4 kuna pesa imetumwa kimakosa kwangu anapiga kuliza pesa imeingia nkamuuliza unanipigia nikusaidie nn we wakala rudisha muamala huko huko mtandaoni halafu mbona unatumia namba telecom3 akakata simu tovuti wff8lk26i3,Neutral
08/08/2016,telecom1 wana huduma nzuri yenye kasi internet hasa unatumia 4g uwe mzunguko mzuri pesa,Positive
08/08/2016,holymoko jaliluzaid ttcl telecom1 tatizo mitandao yetu imejaa tamaa after few months unashangaa wameongeza gharama wanapunguza quantity,Negative
09/08/2016,127efeaf82b84c8 endapo umepoteza laini inatakiwa ufike polisi kutoa taarifa utafika wakala kurudisha namba ofisi zetu ukiwa lost report kitambulisho chako,Neutral
09/08/2016,dahh wabaya wanajaribu kucheza mpaka akaunti sina hta 1k kwann niwe suspended kusema vifurushi tunapigwa uso telecom5tz,Negative
09/08/2016,telecom3 upande magu mtandao mbn upo slowly,Negative
10/08/2016,addy adams wewe unakopa siku songesha kha ngachoka,Negative
10/08/2016,azam pesa nilijuaga m pesa telecom1 pesa telecom4,Neutral
10/08/2016,telecom2 songesha huduma ovyo telecom4 kuanzia viwango intergrity huduma,Negative
11/08/2016,telecom3 mna zingua yani ata kutuma sms kutu juza mna badilisha hizo bando hamna sms weka pesa telecom3 money mpaka zina kera sisi mafala sio,Negative
11/08/2016,kaa laini kusikiliza ngoma kali swaga makilalakila kibao radio kuanzia saa asubuhi had http kemuuqilcw,Neutral
11/08/2016,kigogo2014 turudi swala vifurushi telecom4 hawajarudisha zamani bado telecom2,Negative
12/08/2016,mda nakwambia usitume line nadaiwa songesha masikio ulikuwa umeyaweka wapi tovuti lvgq7qkmac,Negative
12/08/2016,rollymsouth moruoking as soon as possible hao hawapo halafu vifurushi jamani shidaaa,Negative
12/08/2016,telecom2 ninyi telecom2 mnazingua kwahiyo mmeona week huduma wateja mkinisamehe madeni yenu m pawa nipige tafu songesha yenye thamani 22k mtakuwa mmefirisika fanyeni ustarabu lasivyo nitawahama maana hamjari wateja wenu,Negative
13/08/2016,tukianza ongelea songesha mtuite washedmawalla aldodo tunae maoni mengi uzoefu hali,Neutral
13/08/2016,telecom3 denestumain nnauye nape mwambie nape mmebadilisha vifurushi anatafuta ushahd sisi wateja wenu tunafaham mmebadili tokea juzi,Negative
13/08/2016,jipange laini mapema show yako usiku moto,Negative
14/08/2016,rollymsouth songesha acha ujinga,Neutral
14/08/2016,telecom1 internet mbovuuuuuuuuuuu sitaki kutumia mtandao nshaachana nao kabisa utoporo mtu,Negative
14/08/2016,telecom1 internet kasi ndogo lain 4g simu ina support 4g,Negative
15/08/2016,kuna wanalamika vifurushi vyao vimepanda siku nzima hawana internet aisee ujanjani kuhamia mtandao telecom1 upate internet yenye bando zenye kujali watumiaji tovuti 4ymowu7hz0,Negative
15/08/2016,isije ikawa bando usiku ttcl buku unapata gb tovuti bnafolmjrt,Neutral
15/08/2016,telecom1 telecom3tanzania kumbe,Neutral
16/08/2016,noel09920434 telecom1 nakomaa mitaa telecom5 net ipo spidi balaa bando net mb maana,Neutral
16/08/2016,issaranger unautumia mtandao kuumiza kwann tusikureport,Negative
16/08/2016,upo single halafu simu unaweka password unaficha deni songesha,Negative
17/08/2016,telecom1 hamna mtandao ovyo kwel siungi vifurushi vyenu naenda telecom5 ashinde match,Negative
17/08/2016,jamesmbowe4 telecom1 freemanmbowetz issue telecom4 songesha wanadai itakuwaje poa,Negative
